file	model	method	dims	condition	n_samples	centroid_sep	within_spread	sep_spread_ratio
tsne_bert_test.csv	bert	tsne	2	D2.5 (CBDC no-label-select)	1200	8.453909458554412	40.72971260898523	0.20756123520226916
tsne_bert_test.csv	bert	tsne	2	D3 (debias_vl->CBDC)	1200	9.855875042126657	40.589088227573725	0.24282080412516344
tsne_bert_uncased_test.csv	bert_uncased	tsne	2	B1 (raw)	1200	6.1899865509531	44.83545891062556	0.13806006900235238
tsne_bert_uncased_test.csv	bert_uncased	tsne	2	D1 (debias_vl)	1200	1.4727863763813192	21.236718890480052	0.06935093806047113
tsne_bert_uncased_test.csv	bert_uncased	tsne	2	D2 (CBDC)	1200	3.205445848719352	46.18234487270238	0.0694084689193432
tsne_bert_uncased_test.csv	bert_uncased	tsne	2	D2.5 (CBDC no-label-select)	1200	5.3053577701657515	46.56145412825632	0.11394312891414055
tsne_bert_uncased_test.csv	bert_uncased	tsne	2	D3 (debias_vl->CBDC)	1200	2.6449163791333308	47.35681504519019	0.05585080788497753
tsne_bertweet_test.csv	bertweet	tsne	2	B1 (raw)	1200	5.100941066452344	33.17245555499836	0.15377037910248234
tsne_bertweet_test.csv	bertweet	tsne	2	D1 (debias_vl)	1200	2.9581221530005837	15.747514559401694	0.18784692288057003
tsne_bertweet_test.csv	bertweet	tsne	2	D2 (CBDC)	1200	7.838040940431178	29.708462499247975	0.2638319280450675
tsne_bertweet_test.csv	bertweet	tsne	2	D2.5 (CBDC no-label-select)	1200	7.9963521391393035	29.29379906627882	0.2729708127323165
tsne_bertweet_test.csv	bertweet	tsne	2	D3 (debias_vl->CBDC)	1200	6.71821790781458	36.66119016527713	0.1832514950422313
tsne_qwen25_3b_test.csv	qwen25_3b	tsne	2	B1 (raw)	1200	7.65238062033092	45.38968165043434	0.16859295641827207
tsne_qwen25_3b_test.csv	qwen25_3b	tsne	2	D1 (debias_vl)	1200	2.305799459843795	24.68444171270528	0.09341104355043937
tsne_qwen25_3b_test.csv	qwen25_3b	tsne	2	D2 (CBDC)	1200	4.5595020458451625	44.65685184294944	0.10210083912498256
tsne_qwen25_3b_test.csv	qwen25_3b	tsne	2	D2.5 (CBDC no-label-select)	1200	6.161696556324405	44.48481782323279	0.1385123477589331
tsne_qwen25_3b_test.csv	qwen25_3b	tsne	2	D3 (debias_vl->CBDC)	1200	7.744591205780953	44.996227020361935	0.17211645772602954
tsne_roberta_large_test.csv	roberta_large	tsne	2	B1 (raw)	1200	2.28630339907158	36.58153427625205	0.06249883839770491
tsne_roberta_large_test.csv	roberta_large	tsne	2	D1 (debias_vl)	1200	0.9160337603727665	19.7548346960422	0.04637010506376397
tsne_roberta_large_test.csv	roberta_large	tsne	2	D2 (CBDC)	1200	2.627774572786531	41.80260367360614	0.06286150483123348
tsne_roberta_large_test.csv	roberta_large	tsne	2	D2.5 (CBDC no-label-select)	1200	1.7961836208603275	42.054509064634225	0.0427108450630049
tsne_roberta_large_test.csv	roberta_large	tsne	2	D3 (debias_vl->CBDC)	1200	2.066370853549334	38.14165969553974	0.0541762175543445
tsne_roberta_test.csv	roberta	tsne	2	B1 (raw)	1200	3.4928814799444083	22.64423205322893	0.15425038357378715
tsne_roberta_test.csv	roberta	tsne	2	D1 (debias_vl)	1200	1.5522710573843568	15.622974453331723	0.09935822797516786
tsne_roberta_test.csv	roberta	tsne	2	D2 (CBDC)	1200	4.402964842718824	26.62846870130582	0.16534803003910284
tsne_roberta_test.csv	roberta	tsne	2	D2.5 (CBDC no-label-select)	1200	3.432855552637575	25.89030366036363	0.13259232482054867
tsne_roberta_test.csv	roberta	tsne	2	D3 (debias_vl->CBDC)	1200	0.799061706007817	19.37379982465619	0.0412444493718205
